event_id,date,year,month,city,latitude,longitude,narrative_type,tone_score,mentions,description,sector_reference
831,2022-04-24,2022,4,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-6,16,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
832,2020-06-13,2020,6,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,14,This event involved a fake insolvency rumour reported in London.,Financial Sector
833,2022-07-16,2022,7,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-7,24,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
834,2020-02-16,2020,2,Leeds,53.8008,-1.5491,Fake Insolvency Rumour,-5,15,This event involved a fake insolvency rumour reported in Leeds.,Financial Sector
835,2023-05-16,2023,5,London,51.5074,-0.1278,False Cyberattack Alert,-5,17,This event involved a false cyberattack alert reported in London.,Financial Sector
836,2023-02-04,2023,2,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-5,7,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
837,2022-06-16,2022,6,Manchester,53.4808,-2.2426,False Cyberattack Alert,-5,14,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
838,2021-08-24,2021,8,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-6,18,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
839,2022-11-15,2022,11,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-3,20,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
840,2020-11-02,2020,11,London,51.5074,-0.1278,Fake Insolvency Rumour,-3,27,This event involved a fake insolvency rumour reported in London.,Financial Sector
841,2021-07-28,2021,7,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-3,35,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
842,2022-05-25,2022,5,Leeds,53.8008,-1.5491,Fake Insolvency Rumour,-8,15,This event involved a fake insolvency rumour reported in Leeds.,Financial Sector
843,2023-11-16,2023,11,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-10,5,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
844,2021-08-17,2021,8,Leeds,53.8008,-1.5491,Fake Insolvency Rumour,-7,19,This event involved a fake insolvency rumour reported in Leeds.,Financial Sector
845,2024-03-22,2024,3,Manchester,53.4808,-2.2426,False Cyberattack Alert,-10,12,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
846,2021-09-18,2021,9,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,20,This event involved a fake insolvency rumour reported in London.,Financial Sector
847,2024-09-17,2024,9,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-6,33,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
848,2022-10-07,2022,10,London,51.5074,-0.1278,False Cyberattack Alert,-5,9,This event involved a false cyberattack alert reported in London.,Financial Sector
849,2020-07-25,2020,7,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-3,11,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
850,2021-10-13,2021,10,Bristol,51.4545,-2.5879,Fraudulent Investment Scheme,0,8,This event involved a fraudulent investment scheme reported in Bristol.,Financial Sector
851,2022-05-29,2022,5,Bristol,51.4545,-2.5879,Synthetic Regulatory Announcement,-2,22,This event involved a synthetic regulatory announcement reported in Bristol.,Financial Sector
852,2021-09-02,2021,9,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,12,This event involved a fake insolvency rumour reported in London.,Financial Sector
853,2020-03-06,2020,3,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-6,35,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
854,2023-04-02,2023,4,Manchester,53.4808,-2.2426,Fraudulent Investment Scheme,-4,13,This event involved a fraudulent investment scheme reported in Manchester.,Financial Sector
855,2024-01-29,2024,1,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,0,24,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
856,2021-11-20,2021,11,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-6,24,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
857,2023-12-20,2023,12,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-7,14,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
858,2020-09-06,2020,9,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-3,21,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
859,2021-07-20,2021,7,Leeds,53.8008,-1.5491,Synthetic Regulatory Announcement,-9,30,This event involved a synthetic regulatory announcement reported in Leeds.,Financial Sector
860,2024-10-16,2024,10,Manchester,53.4808,-2.2426,False Cyberattack Alert,-3,5,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
861,2022-01-23,2022,1,London,51.5074,-0.1278,False Cyberattack Alert,-6,9,This event involved a false cyberattack alert reported in London.,Financial Sector
862,2020-04-08,2020,4,Leeds,53.8008,-1.5491,Deepfake Executive Announcement,-6,24,This event involved a deepfake executive announcement reported in Leeds.,Financial Sector
863,2020-02-19,2020,2,London,51.5074,-0.1278,False Cyberattack Alert,-7,19,This event involved a false cyberattack alert reported in London.,Financial Sector
864,2022-07-25,2022,7,London,51.5074,-0.1278,Deepfake Executive Announcement,-9,5,This event involved a deepfake executive announcement reported in London.,Financial Sector
865,2022-08-07,2022,8,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,21,This event involved a fake insolvency rumour reported in London.,Financial Sector
866,2020-11-19,2020,11,Bristol,51.4545,-2.5879,Fraudulent Investment Scheme,-6,24,This event involved a fraudulent investment scheme reported in Bristol.,Financial Sector
867,2021-06-12,2021,6,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-9,17,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
868,2023-10-13,2023,10,London,51.5074,-0.1278,Fake Insolvency Rumour,-9,9,This event involved a fake insolvency rumour reported in London.,Financial Sector
869,2022-09-24,2022,9,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,12,This event involved a fake insolvency rumour reported in London.,Financial Sector
870,2022-04-10,2022,4,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-3,19,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
871,2024-12-01,2024,12,Leeds,53.8008,-1.5491,Synthetic Regulatory Announcement,-7,34,This event involved a synthetic regulatory announcement reported in Leeds.,Financial Sector
872,2021-05-07,2021,5,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-6,35,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
873,2023-11-14,2023,11,Manchester,53.4808,-2.2426,Synthetic Regulatory Announcement,-5,10,This event involved a synthetic regulatory announcement reported in Manchester.,Financial Sector
874,2023-11-16,2023,11,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-4,22,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
875,2022-09-05,2022,9,London,51.5074,-0.1278,Deepfake Executive Announcement,-9,24,This event involved a deepfake executive announcement reported in London.,Financial Sector
876,2024-10-28,2024,10,Manchester,53.4808,-2.2426,False Cyberattack Alert,-4,22,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
877,2024-07-07,2024,7,London,51.5074,-0.1278,Deepfake Executive Announcement,-6,24,This event involved a deepfake executive announcement reported in London.,Financial Sector
878,2021-09-25,2021,9,Manchester,53.4808,-2.2426,Fraudulent Investment Scheme,-8,17,This event involved a fraudulent investment scheme reported in Manchester.,Financial Sector
879,2020-05-10,2020,5,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-4,7,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
880,2024-05-22,2024,5,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,26,This event involved a fake insolvency rumour reported in London.,Financial Sector
881,2024-11-10,2024,11,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-10,15,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
882,2024-07-22,2024,7,London,51.5074,-0.1278,Fraudulent Investment Scheme,-5,28,This event involved a fraudulent investment scheme reported in London.,Financial Sector
883,2022-07-10,2022,7,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-6,24,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
884,2022-03-31,2022,3,Bristol,51.4545,-2.5879,Synthetic Regulatory Announcement,-9,28,This event involved a synthetic regulatory announcement reported in Bristol.,Financial Sector
885,2022-06-22,2022,6,Leeds,53.8008,-1.5491,AI-Generated Interest Rate Rumour,-4,22,This event involved a ai-generated interest rate rumour reported in Leeds.,Financial Sector
886,2020-09-10,2020,9,London,51.5074,-0.1278,Synthetic Regulatory Announcement,0,7,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
887,2023-12-22,2023,12,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-9,28,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
888,2021-03-09,2021,3,Manchester,53.4808,-2.2426,AI-Generated Interest Rate Rumour,-6,17,This event involved a ai-generated interest rate rumour reported in Manchester.,Financial Sector
889,2022-01-09,2022,1,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-4,6,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
890,2021-01-27,2021,1,London,51.5074,-0.1278,Fake Insolvency Rumour,-3,30,This event involved a fake insolvency rumour reported in London.,Financial Sector
891,2023-07-06,2023,7,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-6,11,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
892,2022-11-29,2022,11,Bristol,51.4545,-2.5879,Fake Insolvency Rumour,-7,33,This event involved a fake insolvency rumour reported in Bristol.,Financial Sector
893,2023-09-27,2023,9,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-1,31,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
894,2022-05-25,2022,5,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-6,28,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
895,2020-11-10,2020,11,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-8,21,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
896,2024-07-28,2024,7,Bristol,51.4545,-2.5879,AI-Generated Interest Rate Rumour,-9,22,This event involved a ai-generated interest rate rumour reported in Bristol.,Financial Sector
897,2022-08-22,2022,8,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-10,28,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
898,2020-07-11,2020,7,Birmingham,52.4862,-1.8904,False Cyberattack Alert,-5,28,This event involved a false cyberattack alert reported in Birmingham.,Financial Sector
899,2022-06-17,2022,6,London,51.5074,-0.1278,Deepfake Executive Announcement,-5,6,This event involved a deepfake executive announcement reported in London.,Financial Sector
900,2023-11-09,2023,11,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-1,12,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
901,2023-11-03,2023,11,Leeds,53.8008,-1.5491,AI-Generated Interest Rate Rumour,-3,23,This event involved a ai-generated interest rate rumour reported in Leeds.,Financial Sector
902,2022-05-22,2022,5,London,51.5074,-0.1278,Deepfake Executive Announcement,-5,24,This event involved a deepfake executive announcement reported in London.,Financial Sector
903,2020-08-24,2020,8,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-8,30,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
904,2024-11-07,2024,11,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-5,14,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
905,2021-09-29,2021,9,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-5,18,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
906,2024-09-01,2024,9,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-4,7,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
907,2022-08-16,2022,8,Manchester,53.4808,-2.2426,Fraudulent Investment Scheme,-6,30,This event involved a fraudulent investment scheme reported in Manchester.,Financial Sector
908,2021-04-13,2021,4,Leeds,53.8008,-1.5491,Fraudulent Investment Scheme,-6,11,This event involved a fraudulent investment scheme reported in Leeds.,Financial Sector
909,2023-11-16,2023,11,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-3,11,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
910,2024-02-19,2024,2,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,22,This event involved a fake insolvency rumour reported in London.,Financial Sector
911,2024-08-12,2024,8,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,32,This event involved a fake insolvency rumour reported in London.,Financial Sector
912,2023-07-10,2023,7,London,51.5074,-0.1278,False Cyberattack Alert,-1,11,This event involved a false cyberattack alert reported in London.,Financial Sector
913,2024-01-18,2024,1,London,51.5074,-0.1278,Deepfake Executive Announcement,-3,11,This event involved a deepfake executive announcement reported in London.,Financial Sector
914,2024-08-24,2024,8,London,51.5074,-0.1278,Deepfake Executive Announcement,-4,33,This event involved a deepfake executive announcement reported in London.,Financial Sector
915,2020-04-30,2020,4,Manchester,53.4808,-2.2426,False Cyberattack Alert,-8,9,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
916,2021-10-24,2021,10,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-2,26,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
917,2022-01-20,2022,1,Leeds,53.8008,-1.5491,AI-Generated Interest Rate Rumour,-4,9,This event involved a ai-generated interest rate rumour reported in Leeds.,Financial Sector
918,2020-04-29,2020,4,Bristol,51.4545,-2.5879,Synthetic Regulatory Announcement,-10,23,This event involved a synthetic regulatory announcement reported in Bristol.,Financial Sector
919,2024-08-04,2024,8,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-6,12,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
920,2022-09-18,2022,9,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,31,This event involved a fake insolvency rumour reported in London.,Financial Sector
921,2020-09-06,2020,9,London,51.5074,-0.1278,False Cyberattack Alert,-3,18,This event involved a false cyberattack alert reported in London.,Financial Sector
922,2022-05-07,2022,5,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-6,27,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
923,2020-12-10,2020,12,Birmingham,52.4862,-1.8904,AI-Generated Interest Rate Rumour,-10,30,This event involved a ai-generated interest rate rumour reported in Birmingham.,Financial Sector
924,2020-10-24,2020,10,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-8,10,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
925,2020-09-03,2020,9,Manchester,53.4808,-2.2426,Fraudulent Investment Scheme,-6,30,This event involved a fraudulent investment scheme reported in Manchester.,Financial Sector
926,2022-07-11,2022,7,Leeds,53.8008,-1.5491,Fake Insolvency Rumour,-5,5,This event involved a fake insolvency rumour reported in Leeds.,Financial Sector
927,2021-04-05,2021,4,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-5,18,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
928,2023-12-16,2023,12,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,18,This event involved a fake insolvency rumour reported in London.,Financial Sector
929,2023-07-22,2023,7,London,51.5074,-0.1278,Deepfake Executive Announcement,-5,30,This event involved a deepfake executive announcement reported in London.,Financial Sector
930,2023-04-16,2023,4,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,9,This event involved a fake insolvency rumour reported in London.,Financial Sector
931,2022-01-21,2022,1,London,51.5074,-0.1278,Deepfake Executive Announcement,-9,31,This event involved a deepfake executive announcement reported in London.,Financial Sector
932,2022-12-19,2022,12,Birmingham,52.4862,-1.8904,Fraudulent Investment Scheme,-5,33,This event involved a fraudulent investment scheme reported in Birmingham.,Financial Sector
933,2023-01-06,2023,1,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-7,32,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
934,2021-12-19,2021,12,Bristol,51.4545,-2.5879,Synthetic Regulatory Announcement,-5,11,This event involved a synthetic regulatory announcement reported in Bristol.,Financial Sector
935,2024-01-10,2024,1,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-5,33,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
936,2023-08-08,2023,8,London,51.5074,-0.1278,Fake Insolvency Rumour,-8,7,This event involved a fake insolvency rumour reported in London.,Financial Sector
937,2020-03-21,2020,3,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-7,32,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
938,2021-01-14,2021,1,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-7,34,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
939,2022-10-22,2022,10,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-7,32,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
940,2020-09-25,2020,9,London,51.5074,-0.1278,Deepfake Executive Announcement,-9,21,This event involved a deepfake executive announcement reported in London.,Financial Sector
941,2021-08-20,2021,8,Leeds,53.8008,-1.5491,Synthetic Regulatory Announcement,-3,32,This event involved a synthetic regulatory announcement reported in Leeds.,Financial Sector
942,2021-08-26,2021,8,Manchester,53.4808,-2.2426,AI-Generated Interest Rate Rumour,-3,34,This event involved a ai-generated interest rate rumour reported in Manchester.,Financial Sector
943,2022-03-07,2022,3,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-6,25,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
944,2020-08-13,2020,8,Birmingham,52.4862,-1.8904,Fraudulent Investment Scheme,-3,14,This event involved a fraudulent investment scheme reported in Birmingham.,Financial Sector
945,2021-01-10,2021,1,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-1,30,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
946,2024-06-08,2024,6,London,51.5074,-0.1278,Deepfake Executive Announcement,-5,32,This event involved a deepfake executive announcement reported in London.,Financial Sector
947,2021-05-16,2021,5,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-2,31,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
948,2020-05-10,2020,5,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-9,20,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
949,2024-06-22,2024,6,Birmingham,52.4862,-1.8904,AI-Generated Interest Rate Rumour,-4,20,This event involved a ai-generated interest rate rumour reported in Birmingham.,Financial Sector
950,2023-10-02,2023,10,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-2,6,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
951,2021-05-16,2021,5,Leeds,53.8008,-1.5491,False Cyberattack Alert,-3,19,This event involved a false cyberattack alert reported in Leeds.,Financial Sector
952,2023-10-28,2023,10,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-8,28,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
953,2023-02-18,2023,2,Birmingham,52.4862,-1.8904,False Cyberattack Alert,-6,30,This event involved a false cyberattack alert reported in Birmingham.,Financial Sector
954,2024-08-06,2024,8,London,51.5074,-0.1278,Deepfake Executive Announcement,-1,30,This event involved a deepfake executive announcement reported in London.,Financial Sector
955,2022-07-10,2022,7,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,28,This event involved a fake insolvency rumour reported in London.,Financial Sector
956,2021-06-10,2021,6,Bristol,51.4545,-2.5879,Fake Insolvency Rumour,-3,26,This event involved a fake insolvency rumour reported in Bristol.,Financial Sector
957,2023-09-25,2023,9,Manchester,53.4808,-2.2426,False Cyberattack Alert,-8,5,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
958,2020-06-02,2020,6,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-2,35,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
959,2022-04-02,2022,4,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,30,This event involved a fake insolvency rumour reported in London.,Financial Sector
960,2022-01-11,2022,1,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,23,This event involved a fake insolvency rumour reported in London.,Financial Sector
961,2024-03-23,2024,3,London,51.5074,-0.1278,Deepfake Executive Announcement,-5,34,This event involved a deepfake executive announcement reported in London.,Financial Sector
962,2022-08-14,2022,8,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-8,25,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
963,2022-08-25,2022,8,Bristol,51.4545,-2.5879,AI-Generated Interest Rate Rumour,-2,17,This event involved a ai-generated interest rate rumour reported in Bristol.,Financial Sector
964,2020-01-15,2020,1,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-7,23,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
965,2024-05-05,2024,5,London,51.5074,-0.1278,Deepfake Executive Announcement,-7,28,This event involved a deepfake executive announcement reported in London.,Financial Sector
966,2024-10-30,2024,10,Manchester,53.4808,-2.2426,AI-Generated Interest Rate Rumour,-6,29,This event involved a ai-generated interest rate rumour reported in Manchester.,Financial Sector
967,2024-11-08,2024,11,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,32,This event involved a fake insolvency rumour reported in London.,Financial Sector
968,2021-05-24,2021,5,Bristol,51.4545,-2.5879,Synthetic Regulatory Announcement,-9,33,This event involved a synthetic regulatory announcement reported in Bristol.,Financial Sector
969,2021-09-07,2021,9,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-6,25,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
970,2020-02-03,2020,2,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-4,34,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
971,2020-11-05,2020,11,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,14,This event involved a fake insolvency rumour reported in London.,Financial Sector
972,2021-11-01,2021,11,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,19,This event involved a fake insolvency rumour reported in London.,Financial Sector
973,2023-11-22,2023,11,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,26,This event involved a fake insolvency rumour reported in London.,Financial Sector
974,2023-02-02,2023,2,Manchester,53.4808,-2.2426,Synthetic Regulatory Announcement,-6,20,This event involved a synthetic regulatory announcement reported in Manchester.,Financial Sector
975,2023-06-04,2023,6,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,14,This event involved a fake insolvency rumour reported in London.,Financial Sector
976,2024-11-23,2024,11,London,51.5074,-0.1278,Fraudulent Investment Scheme,-4,25,This event involved a fraudulent investment scheme reported in London.,Financial Sector
977,2020-01-18,2020,1,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-4,7,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
978,2023-02-22,2023,2,London,51.5074,-0.1278,False Cyberattack Alert,-6,15,This event involved a false cyberattack alert reported in London.,Financial Sector
979,2020-02-16,2020,2,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,21,This event involved a fake insolvency rumour reported in London.,Financial Sector
980,2024-06-09,2024,6,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-1,35,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
981,2021-02-21,2021,2,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-6,5,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
982,2022-07-01,2022,7,Manchester,53.4808,-2.2426,False Cyberattack Alert,-4,26,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
983,2021-09-09,2021,9,Manchester,53.4808,-2.2426,AI-Generated Interest Rate Rumour,-5,14,This event involved a ai-generated interest rate rumour reported in Manchester.,Financial Sector
984,2023-08-28,2023,8,London,51.5074,-0.1278,False Cyberattack Alert,-4,9,This event involved a false cyberattack alert reported in London.,Financial Sector
985,2020-09-23,2020,9,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-5,21,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
986,2020-10-05,2020,10,London,51.5074,-0.1278,Fraudulent Investment Scheme,-10,11,This event involved a fraudulent investment scheme reported in London.,Financial Sector
987,2024-02-12,2024,2,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,9,This event involved a fake insolvency rumour reported in London.,Financial Sector
988,2024-04-15,2024,4,Leeds,53.8008,-1.5491,False Cyberattack Alert,-3,8,This event involved a false cyberattack alert reported in Leeds.,Financial Sector
989,2021-09-12,2021,9,Bristol,51.4545,-2.5879,Fake Insolvency Rumour,-6,30,This event involved a fake insolvency rumour reported in Bristol.,Financial Sector
990,2021-06-06,2021,6,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,6,This event involved a fake insolvency rumour reported in London.,Financial Sector
991,2024-10-08,2024,10,London,51.5074,-0.1278,Fraudulent Investment Scheme,-3,24,This event involved a fraudulent investment scheme reported in London.,Financial Sector
992,2024-09-14,2024,9,London,51.5074,-0.1278,Fraudulent Investment Scheme,-6,21,This event involved a fraudulent investment scheme reported in London.,Financial Sector
993,2022-12-24,2022,12,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-8,10,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
994,2021-09-12,2021,9,Bristol,51.4545,-2.5879,Deepfake Executive Announcement,-5,10,This event involved a deepfake executive announcement reported in Bristol.,Financial Sector
995,2023-01-17,2023,1,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-3,33,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
996,2020-12-10,2020,12,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-5,23,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
997,2020-09-25,2020,9,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-5,22,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
998,2022-10-03,2022,10,London,51.5074,-0.1278,False Cyberattack Alert,-2,5,This event involved a false cyberattack alert reported in London.,Financial Sector
999,2022-08-29,2022,8,Leeds,53.8008,-1.5491,Synthetic Regulatory Announcement,-7,18,This event involved a synthetic regulatory announcement reported in Leeds.,Financial Sector
1000,2020-07-27,2020,7,London,51.5074,-0.1278,Fraudulent Investment Scheme,-10,28,This event involved a fraudulent investment scheme reported in London.,Financial Sector
1001,2022-07-28,2022,7,London,51.5074,-0.1278,Fraudulent Investment Scheme,-9,20,This event involved a fraudulent investment scheme reported in London.,Financial Sector
1002,2023-10-10,2023,10,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-2,27,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
1003,2022-02-16,2022,2,Leeds,53.8008,-1.5491,Deepfake Executive Announcement,-7,6,This event involved a deepfake executive announcement reported in Leeds.,Financial Sector
1004,2023-01-20,2023,1,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-6,5,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
1005,2021-12-05,2021,12,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-5,24,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
1006,2023-11-08,2023,11,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-3,6,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
1007,2024-04-13,2024,4,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-8,8,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
1008,2022-07-12,2022,7,Bristol,51.4545,-2.5879,Fraudulent Investment Scheme,-10,17,This event involved a fraudulent investment scheme reported in Bristol.,Financial Sector
1009,2023-04-23,2023,4,London,51.5074,-0.1278,Fake Insolvency Rumour,-9,15,This event involved a fake insolvency rumour reported in London.,Financial Sector
1010,2020-09-26,2020,9,Manchester,53.4808,-2.2426,Fraudulent Investment Scheme,-7,7,This event involved a fraudulent investment scheme reported in Manchester.,Financial Sector
1011,2022-09-05,2022,9,Leeds,53.8008,-1.5491,AI-Generated Interest Rate Rumour,-4,29,This event involved a ai-generated interest rate rumour reported in Leeds.,Financial Sector
